unique_values,counts
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - prevents - PhenotypicFeature - decreases abundance of - ChemicalSubstance - correlated with - Disease'],1
['Drug - decreases activity of - Protein - increases abundance of - ChemicalSubstance - located in - GrossAnatomicalStructure - positively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - positively regulates - MolecularActivity - participates in - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - increases abundance of - ChemicalSubstance - decreases activity of - Protein - expressed in - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease'],1
['Drug - decreases activity of - Protein - capable of - BiologicalProcess - has phenotype - PhenotypicFeature - manifestation of - Disease'],1
['Drug - has metabolite - ChemicalSubstance - increases activity of - GeneFamily - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - positively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - regulates - BiologicalProcess - positively correlated with - Disease'],1
['Drug - increases activity of - Protein - participates in - Pathway - decreases abundance of - ChemicalSubstance - positively correlated with - BiologicalProcess - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - increases abundance of - ChemicalSubstance - located in - GrossAnatomicalStructure - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - decreases activity of - Protein - decreases abundance of - ChemicalSubstance - treats - Disease', 'Drug - disrupts - OrganismTaxon - causes - Disease', 'Drug - negatively regulates - MolecularActivity - in taxon - OrganismTaxon - causes - Disease']",1
['Drug - negatively regulates - Protein - positively regulates - MolecularActivity - decreases abundance of - ChemicalSubstance - positively correlated with - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - negatively regulates - Protein - participates in - BiologicalProcess - positively correlated with - PhenotypicFeature - contributes to - Disease'],1
['Drug - negatively regulates - Protein - participates in - Pathway - increases abundance of - ChemicalSubstance - negatively correlated with - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - negatively correlated with - BiologicalProcess - negatively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - Protein - positively correlated with - PhenotypicFeature - occurs in - Disease', 'Drug - negatively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively regulates - MolecularActivity - positively correlated with - ChemicalSubstance - positively correlated with - Disease']",1
['Drug - produced by - GrossAnatomicalStructure - affected by - Disease'],1
['Drug - produces - ChemicalSubstance - positively regulates - BiologicalProcess - negatively regulates - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively correlated with - BiologicalProcess - occurs in - Disease'],1
['Drug - negatively regulates - Protein - participates in - BiologicalProcess - increases abundance of - ChemicalSubstance - contributes to - Disease'],1
['Drug - negatively regulates - Protein - participates in - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - positively regulates - Protein - increases abundance of - ChemicalSubstance - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - part of - OrganismTaxon - causes - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - decreases abundance of - ChemicalSubstance - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases activity of - GeneFamily - treats - Disease'],1
['Drug - increases activity of - GeneFamily - positively regulates - BiologicalProcess - negatively regulates - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - increases activity of - Protein - located in - GrossAnatomicalStructure - increases activity of - BiologicalProcess - prevents - Disease'],1
['Drug - decreases activity of - GeneFamily - prevents - BiologicalProcess - contributes to - CellularComponent - in taxon - OrganismTaxon - causes - Disease'],1
['Drug - negatively regulates - CellularComponent - participates in - BiologicalProcess - participates in - MolecularActivity - occurs in - OrganismTaxon - causes - Disease'],1
['Drug - decreases activity of - GeneFamily - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases abundance of - ChemicalSubstance - correlated with - PhenotypicFeature - occurs in - Disease'],1
"['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - increases activity of - MolecularActivity - positively regulates - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - produces - ChemicalSubstance - increases activity of - Protein - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - positively regulates - Protein - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - located in - Cell - positively correlated with - Disease'],1
['Drug - decreases activity of - GeneFamily - decreases activity of - Protein - decreases abundance of - ChemicalSubstance - correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - in taxon - OrganismTaxon - causes - Disease'],1
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - increases abundance of - ChemicalSubstance - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases activity of - Protein - negatively regulates - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - MolecularActivity - negatively regulates - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - increases activity of - Protein - positively regulates - MolecularActivity - located in - CellularComponent - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively correlated with - MolecularActivity - located in - GrossAnatomicalStructure - location of - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - produces - ChemicalSubstance - increases activity of - Protein - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - negatively correlated with - PhenotypicFeature - superclass of - Disease'],1
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - located in - GrossAnatomicalStructure - participates in - PhenotypicFeature - correlated with - Disease'],1
